category,is_women_led,activity,governorate,wilayat,count
craft,False,صنع المنتجات الحرفية من السعف,ظفار,ضلكوت,2
craft,False,صنع المنتجات الحرفية من السعف,ظفار,طاقة,12
craft,False,صنع المنتجات الحرفية من السعف,ظفار,مرباط,6
craft,False,صنع المنتجات الحرفية من السعف,مسقط,السيب,5
craft,False,صنع المنتجات الحرفية من السعف,مسقط,العامرات,3
craft,False,صنع المنتجات الحرفية من السعف,مسقط,بوشر,1
craft,False,صنع المنتجات الحرفية من السعف,مسقط,قريات,5
craft,False,صنع المنتجات الحرفية من السعف,مسقط,مطرح,2
craft,False,صنع المنتجات الحرفية من السعف,مسندم,بخا,3
craft,False,صنع المنتجات الحرفية من السعف,مسندم,خصب,43
craft,False,صنع المنتجات الحرفية من السعف,مسندم,دبا البيعة,7
craft,False,صنع المنتجات الحرفية من الفخار والخزف,البريمي,البريمي,4
craft,False,صنع المنتجات الحرفية من الفخار والخزف,الداخلية,أدم,1
craft,False,صنع المنتجات الحرفية من الفخار والخزف,الداخلية,الحمراء,1
craft,False,صنع المنتجات الحرفية من الفخار والخزف,الداخلية,بدبد,3
craft,False,صنع المنتجات الحرفية من الفخار والخزف,الداخلية,بهلاء,17
craft,False,صنع المنتجات الحرفية من الفخار والخزف,الداخلية,منح,1
craft,False,صنع المنتجات الحرفية من الفخار والخزف,الداخلية,نزوى,1
craft,False,صنع المنتجات الحرفية من الفخار والخزف,الظاهرة,عبري,1
craft,False,صنع المنتجات الحرفية من الفخار والخزف,الظاهرة,ينقل,5
craft,False,صنع المنتجات الحرفية من الفخار والخزف,جنوب الباطنة,بركاء,2
craft,False,صنع المنتجات الحرفية من الفخار والخزف,جنوب الباطنة,وادي المعاول,2
craft,False,صنع المنتجات الحرفية من الفخار والخزف,جنوب الشرقية,جعلان بنى بوحسن,2
craft,False,صنع المنتجات الحرفية من الفخار والخزف,جنوب الشرقية,مصيرة,1
craft,False,صنع المنتجات الحرفية من الفخار والخزف,شمال الباطنة,الخابورة,2
craft,False,صنع المنتجات الحرفية من الفخار والخزف,شمال الباطنة,السويق,1
craft,False,صنع المنتجات الحرفية من الفخار والخزف,شمال الباطنة,شناص,1
craft,False,صنع المنتجات الحرفية من الفخار والخزف,شمال الباطنة,صحار,1
craft,False,صنع المنتجات الحرفية من الفخار والخزف,شمال الباطنة,صحم,1
craft,False,صنع المنتجات الحرفية من الفخار والخزف,شمال الشرقية,ابراء,3
craft,False,صنع المنتجات الحرفية من الفخار والخزف,شمال الشرقية,المضيبي,3
craft,False,صنع المنتجات الحرفية من الفخار والخزف,شمال الشرقية,بدية,1
craft,False,صنع المنتجات الحرفية من الفخار والخزف,شمال الشرقية,دماء والطائيين,1
craft,False,صنع المنتجات الحرفية من الفخار والخزف,شمال الشرقية,سناو,1
craft,False,صنع المنتجات الحرفية من الفخار والخزف,ظفار,ثمريت,1
craft,False,صنع المنتجات الحرفية من الفخار والخزف,ظفار,رخيوت,1
craft,False,صنع المنتجات الحرفية من الفخار والخزف,ظفار,سدح,18
craft,False,صنع المنتجات الحرفية من الفخار والخزف,ظفار,شليم وجزر الحلانيات,1
craft,False,صنع المنتجات الحرفية من الفخار والخزف,ظفار,صلالة,75
craft,False,صنع المنتجات الحرفية من الفخار والخزف,ظفار,ضلكوت,3
craft,False,صنع المنتجات الحرفية من الفخار والخزف,ظفار,طاقة,53
craft,False,صنع المنتجات الحرفية من الفخار والخزف,ظفار,مرباط,137
craft,False,صنع المنتجات الحرفية من الفخار والخزف,مسقط,السيب,15
craft,False,صنع المنتجات الحرفية من الفخار والخزف,مسقط,العامرات,2
craft,False,صنع المنتجات الحرفية من الفخار والخزف,مسقط,بوشر,6
craft,False,صنع المنتجات الحرفية من الفخار والخزف,مسندم,خصب,6
craft,False,صنع المنتجات الحرفية من الفضة,البريمي,البريمي,1
craft,False,صنع المنتجات الحرفية من الفضة,الداخلية,إزكي,3
craft,False,صنع المنتجات الحرفية من الفضة,الداخلية,بهلاء,1
craft,False,صنع المنتجات الحرفية من الفضة,الداخلية,سمائل,1
craft,False,صنع المنتجات الحرفية من الفضة,جنوب الباطنة,الرستاق,1
craft,False,صنع المنتجات الحرفية من الفضة,جنوب الباطنة,العوابي,1
craft,False,صنع المنتجات الحرفية من الفضة,جنوب الباطنة,المصنعة,1
craft,False,صنع المنتجات الحرفية من الفضة,جنوب الباطنة,بركاء,1
craft,False,صنع المنتجات الحرفية من الفضة,جنوب الباطنة,نخل,2
craft,False,صنع المنتجات الحرفية من الفضة,جنوب الباطنة,وادي المعاول,1
craft,False,صنع المنتجات الحرفية من الفضة,جنوب الشرقية,جعلان بنى بوعلى,3
craft,False,صنع المنتجات الحرفية من الفضة,جنوب الشرقية,صور,1
craft,False,صنع المنتجات الحرفية من الفضة,جنوب الشرقية,مصيرة,1
craft,False,صنع المنتجات الحرفية من الفضة,شمال الباطنة,الخابورة,1
craft,False,صنع المنتجات الحرفية من الفضة,شمال الباطنة,شناص,2
craft,False,صنع المنتجات الحرفية من الفضة,شمال الباطنة,صحار,1
craft,False,صنع المنتجات الحرفية من الفضة,شمال الباطنة,صحم,1
craft,False,صنع المنتجات الحرفية من الفضة,شمال الشرقية,ابراء,3
craft,False,صنع المنتجات الحرفية من الفضة,شمال الشرقية,المضيبي,1
craft,False,صنع المنتجات الحرفية من الفضة,شمال الشرقية,سناو,1
craft,False,صنع المنتجات الحرفية من الفضة,شمال الشرقية,وادى بنى خالد,1
craft,False,صنع المنتجات الحرفية من الفضة,ظفار,صلالة,5
craft,False,صنع المنتجات الحرفية من الفضة,مسقط,السيب,18
craft,False,صنع المنتجات الحرفية من الفضة,مسقط,العامرات,3
craft,False,صنع المنتجات الحرفية من الفضة,مسقط,بوشر,11
craft,False,صنع المنتجات الحرفية من الفضة,مسقط,مسقط,1
craft,False,صنع المنتجات الحرفية من الفضة,مسقط,مطرح,1
craft,False,صنع المنتجات الحرفية من النحاس والمعادن,البريمي,البريمي,2
craft,False,صنع المنتجات الحرفية من النحاس والمعادن,الداخلية,إزكي,3
craft,False,صنع المنتجات الحرفية من النحاس والمعادن,الداخلية,بدبد,2
craft,False,صنع المنتجات الحرفية من النحاس والمعادن,الداخلية,بهلاء,2
craft,False,صنع المنتجات الحرفية من النحاس والمعادن,الداخلية,منح,1
craft,False,صنع المنتجات الحرفية من النحاس والمعادن,الظاهرة,ينقل,1
craft,False,صنع المنتجات الحرفية من النحاس والمعادن,الوسطى,محوت,1
craft,False,صنع المنتجات الحرفية من النحاس والمعادن,جنوب الشرقية,صور,1
craft,False,صنع المنتجات الحرفية من النحاس والمعادن,شمال الباطنة,السويق,1
craft,False,صنع المنتجات الحرفية من النحاس والمعادن,شمال الباطنة,صحار,1
craft,False,صنع المنتجات الحرفية من النحاس والمعادن,شمال الشرقية,ابراء,2
craft,False,صنع المنتجات الحرفية من النحاس والمعادن,شمال الشرقية,المضيبي,1
craft,False,صنع المنتجات الحرفية من النحاس والمعادن,ظفار,شليم وجزر الحلانيات,1
craft,False,صنع المنتجات الحرفية من النحاس والمعادن,مسقط,السيب,7
craft,False,صنع المنتجات الحرفية من النحاس والمعادن,مسقط,بوشر,6
craft,False,صنع المنتجات الحرفية من النحاس والمعادن,مسقط,مسقط,1
craft,False,صنع المنتجات الحرفية من النحاس والمعادن,مسقط,مطرح,2
craft,False,صنع المنتجات الحرفية من النحاس والمعادن,مسندم,خصب,8
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,البريمي,البريمي,3
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الداخلية,أدم,12
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الداخلية,إزكي,1
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الداخلية,الجبل الأخضر,1
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الداخلية,الحمراء,11
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الداخلية,بدبد,1
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الداخلية,بهلاء,27
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الداخلية,سمائل,10
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الداخلية,نزوى,5
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الظاهرة,ضنك,16
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الظاهرة,عبري,12
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الوسطى,الجازر,32
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الوسطى,الدقم,24
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الوسطى,محوت,424
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,الوسطى,هيماء,179
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,جنوب الباطنة,الرستاق,5
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,جنوب الباطنة,العوابي,1
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,جنوب الباطنة,المصنعة,6
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,جنوب الباطنة,بركاء,1
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,جنوب الشرقية,الكامل والوافي,8
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,جنوب الشرقية,جعلان بنى بوحسن,7
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,جنوب الشرقية,جعلان بنى بوعلى,3
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,جنوب الشرقية,صور,4
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,جنوب الشرقية,مصيرة,47
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,شمال الباطنة,الخابورة,21
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,شمال الباطنة,السويق,16
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,شمال الباطنة,شناص,3
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,شمال الباطنة,صحار,8
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,شمال الباطنة,صحم,6
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,شمال الشرقية,ابراء,133
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,شمال الشرقية,القابل,282
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,شمال الشرقية,المضيبي,193
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,شمال الشرقية,بدية,287
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,شمال الشرقية,دماء والطائيين,13
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,شمال الشرقية,سناو,63
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,شمال الشرقية,وادى بنى خالد,46
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,ظفار,المزيونة,12
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,ظفار,ثمريت,1
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,ظفار,رخيوت,10
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,ظفار,سدح,49
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,ظفار,شليم وجزر الحلانيات,6
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,ظفار,صلالة,31
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,ظفار,ضلكوت,1
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,ظفار,طاقة,27
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,ظفار,مرباط,82
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,ظفار,مقشن,1
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,مسقط,السيب,11
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,مسقط,العامرات,3
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,مسقط,بوشر,12
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,مسقط,قريات,2
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,مسقط,مسقط,4
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,مسقط,مطرح,2
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,مسندم,بخا,1
craft,False,صنع المنتجات الحرفية من النسيج القطني أو الصوف,مسندم,خصب,7
craft,False,صنع وتجهيز البخور,البريمي,البريمي,183
craft,False,صنع وتجهيز البخور,البريمي,محضة,6
craft,False,صنع وتجهيز البخور,الداخلية,أدم,2
craft,False,صنع وتجهيز البخور,الداخلية,إزكي,8
craft,False,صنع وتجهيز البخور,الداخلية,الجبل الأخضر,1
craft,False,صنع وتجهيز البخور,الداخلية,الحمراء,2
craft,False,صنع وتجهيز البخور,الداخلية,بدبد,8
craft,False,صنع وتجهيز البخور,الداخلية,بهلاء,17
craft,False,صنع وتجهيز البخور,الداخلية,سمائل,9
craft,False,صنع وتجهيز البخور,الداخلية,منح,6
craft,False,صنع وتجهيز البخور,الداخلية,نزوى,22
craft,False,صنع وتجهيز البخور,الظاهرة,ضنك,5
craft,False,صنع وتجهيز البخور,الظاهرة,عبري,25
craft,False,صنع وتجهيز البخور,الظاهرة,ينقل,3
craft,False,صنع وتجهيز البخور,الوسطى,الجازر,10
craft,False,صنع وتجهيز البخور,الوسطى,الدقم,18
craft,False,صنع وتجهيز البخور,الوسطى,محوت,4
craft,False,صنع وتجهيز البخور,الوسطى,هيماء,7
craft,False,صنع وتجهيز البخور,جنوب الباطنة,الرستاق,92
craft,False,صنع وتجهيز البخور,جنوب الباطنة,العوابي,16
craft,False,صنع وتجهيز البخور,جنوب الباطنة,المصنعة,88
craft,False,صنع وتجهيز البخور,جنوب الباطنة,بركاء,104
craft,False,صنع وتجهيز البخور,جنوب الباطنة,نخل,10
craft,False,صنع وتجهيز البخور,جنوب الباطنة,وادي المعاول,12
craft,False,صنع وتجهيز البخور,جنوب الشرقية,الكامل والوافي,122
craft,False,صنع وتجهيز البخور,جنوب الشرقية,جعلان بنى بوحسن,86
craft,False,صنع وتجهيز البخور,جنوب الشرقية,جعلان بنى بوعلى,170
craft,False,صنع وتجهيز البخور,جنوب الشرقية,صور,153
craft,False,صنع وتجهيز البخور,جنوب الشرقية,مصيرة,9
craft,False,صنع وتجهيز البخور,شمال الباطنة,الخابورة,60
craft,False,صنع وتجهيز البخور,شمال الباطنة,السويق,72
craft,False,صنع وتجهيز البخور,شمال الباطنة,شناص,33
craft,False,صنع وتجهيز البخور,شمال الباطنة,صحار,149
craft,False,صنع وتجهيز البخور,شمال الباطنة,صحم,167
craft,False,صنع وتجهيز البخور,شمال الباطنة,لوى,26
craft,False,صنع وتجهيز البخور,شمال الشرقية,ابراء,18
craft,False,صنع وتجهيز البخور,شمال الشرقية,القابل,7
craft,False,صنع وتجهيز البخور,شمال الشرقية,المضيبي,12
craft,False,صنع وتجهيز البخور,شمال الشرقية,بدية,9
craft,False,صنع وتجهيز البخور,شمال الشرقية,دماء والطائيين,4
craft,False,صنع وتجهيز البخور,شمال الشرقية,سناو,7
craft,False,صنع وتجهيز البخور,شمال الشرقية,وادى بنى خالد,1
craft,False,صنع وتجهيز البخور,ظفار,المزيونة,17
craft,False,صنع وتجهيز البخور,ظفار,ثمريت,58
craft,False,صنع وتجهيز البخور,ظفار,رخيوت,22
craft,False,صنع وتجهيز البخور,ظفار,سدح,62
craft,False,صنع وتجهيز البخور,ظفار,شليم وجزر الحلانيات,3
craft,False,صنع وتجهيز البخور,ظفار,صلالة,898
craft,False,صنع وتجهيز البخور,ظفار,ضلكوت,11
craft,False,صنع وتجهيز البخور,ظفار,طاقة,110
craft,False,صنع وتجهيز البخور,ظفار,مرباط,98
craft,False,صنع وتجهيز البخور,مسقط,السيب,151
craft,False,صنع وتجهيز البخور,مسقط,العامرات,34
craft,False,صنع وتجهيز البخور,مسقط,بوشر,46
craft,False,صنع وتجهيز البخور,مسقط,قريات,7
craft,False,صنع وتجهيز البخور,مسقط,مسقط,10
craft,False,صنع وتجهيز البخور,مسقط,مطرح,13
craft,False,صنع وتجهيز البخور,مسندم,بخا,15
craft,False,صنع وتجهيز البخور,مسندم,خصب,345
craft,False,صنع وتجهيز البخور,مسندم,دبا البيعة,49
craft,False,صنع وتجهيز البخور,مسندم,مدحا,5
craft,False,صنع وتفصيل الكمة العمانية,البريمي,البريمي,2
craft,False,صنع وتفصيل الكمة العمانية,الداخلية,أدم,2
craft,False,صنع وتفصيل الكمة العمانية,الداخلية,الحمراء,1
craft,False,صنع وتفصيل الكمة العمانية,الداخلية,بدبد,4
craft,False,صنع وتفصيل الكمة العمانية,الداخلية,بهلاء,2
craft,False,صنع وتفصيل الكمة العمانية,الداخلية,سمائل,4
craft,False,صنع وتفصيل الكمة العمانية,الداخلية,نزوى,3
craft,False,صنع وتفصيل الكمة العمانية,الظاهرة,عبري,4
craft,False,صنع وتفصيل الكمة العمانية,الظاهرة,ينقل,1
craft,False,صنع وتفصيل الكمة العمانية,جنوب الباطنة,الرستاق,4
craft,False,صنع وتفصيل الكمة العمانية,جنوب الباطنة,العوابي,1
craft,False,صنع وتفصيل الكمة العمانية,جنوب الباطنة,المصنعة,5
craft,False,صنع وتفصيل الكمة العمانية,جنوب الباطنة,بركاء,4
craft,False,صنع وتفصيل الكمة العمانية,جنوب الباطنة,وادي المعاول,1
craft,False,صنع وتفصيل الكمة العمانية,جنوب الشرقية,الكامل والوافي,3
craft,False,صنع وتفصيل الكمة العمانية,جنوب الشرقية,جعلان بنى بوعلى,2
craft,False,صنع وتفصيل الكمة العمانية,جنوب الشرقية,صور,20
craft,False,صنع وتفصيل الكمة العمانية,جنوب الشرقية,مصيرة,1
craft,False,صنع وتفصيل الكمة العمانية,شمال الباطنة,الخابورة,3
craft,False,صنع وتفصيل الكمة العمانية,شمال الباطنة,السويق,22
craft,False,صنع وتفصيل الكمة العمانية,شمال الباطنة,شناص,1
craft,False,صنع وتفصيل الكمة العمانية,شمال الباطنة,صحار,13
craft,False,صنع وتفصيل الكمة العمانية,شمال الباطنة,صحم,5
craft,False,صنع وتفصيل الكمة العمانية,شمال الباطنة,لوى,2
craft,False,صنع وتفصيل الكمة العمانية,شمال الشرقية,ابراء,4
craft,False,صنع وتفصيل الكمة العمانية,شمال الشرقية,القابل,1
craft,False,صنع وتفصيل الكمة العمانية,شمال الشرقية,المضيبي,2
craft,False,صنع وتفصيل الكمة العمانية,شمال الشرقية,بدية,1
craft,False,صنع وتفصيل الكمة العمانية,شمال الشرقية,سناو,2
craft,False,صنع وتفصيل الكمة العمانية,شمال الشرقية,وادى بنى خالد,2
craft,False,صنع وتفصيل الكمة العمانية,ظفار,صلالة,23
craft,False,صنع وتفصيل الكمة العمانية,ظفار,ضلكوت,1
craft,False,صنع وتفصيل الكمة العمانية,ظفار,مرباط,2
craft,False,صنع وتفصيل الكمة العمانية,مسقط,السيب,34
craft,False,صنع وتفصيل الكمة العمانية,مسقط,العامرات,3
craft,False,صنع وتفصيل الكمة العمانية,مسقط,بوشر,15
craft,False,صنع وتفصيل الكمة العمانية,مسقط,قريات,1
craft,False,صنع وتفصيل الكمة العمانية,مسقط,مسقط,6
craft,False,صنع وتفصيل الكمة العمانية,مسقط,مطرح,6
craft,True,البيع بالتجزئة في المتاجر المتخصصة للخناجر العمانية,البريمي,البريمي,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للخناجر العمانية,الداخلية,إزكي,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للخناجر العمانية,الداخلية,الجبل الأخضر,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للخناجر العمانية,الداخلية,بدبد,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للخناجر العمانية,الداخلية,بهلاء,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للخناجر العمانية,الداخلية,سمائل,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للخناجر العمانية,الداخلية,نزوى,3
craft,True,البيع بالتجزئة في المتاجر المتخصصة للخناجر العمانية,الظاهرة,عبري,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للخناجر العمانية,الظاهرة,ينقل,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للخناجر العمانية,جنوب الشرقية,صور,2
craft,True,البيع بالتجزئة في المتاجر المتخصصة للخناجر العمانية,شمال الباطنة,الخابورة,2
craft,True,البيع بالتجزئة في المتاجر المتخصصة للخناجر العمانية,شمال الباطنة,السويق,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للخناجر العمانية,شمال الباطنة,صحار,2
craft,True,البيع بالتجزئة في المتاجر المتخصصة للخناجر العمانية,شمال الباطنة,صحم,2
craft,True,البيع بالتجزئة في المتاجر المتخصصة للخناجر العمانية,شمال الشرقية,المضيبي,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للخناجر العمانية,شمال الشرقية,بدية,2
craft,True,البيع بالتجزئة في المتاجر المتخصصة للخناجر العمانية,ظفار,شليم وجزر الحلانيات,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للخناجر العمانية,ظفار,صلالة,3
craft,True,البيع بالتجزئة في المتاجر المتخصصة للخناجر العمانية,ظفار,مرباط,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للخناجر العمانية,مسقط,السيب,6
craft,True,البيع بالتجزئة في المتاجر المتخصصة للخناجر العمانية,مسقط,العامرات,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للخناجر العمانية,مسقط,بوشر,3
craft,True,البيع بالتجزئة في المتاجر المتخصصة للخناجر العمانية,مسقط,مطرح,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفخاريات والمشغولات اليدوية,الداخلية,إزكي,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفخاريات والمشغولات اليدوية,الداخلية,بدبد,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفخاريات والمشغولات اليدوية,الداخلية,نزوى,2
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفخاريات والمشغولات اليدوية,الظاهرة,ضنك,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفخاريات والمشغولات اليدوية,الظاهرة,عبري,3
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفخاريات والمشغولات اليدوية,جنوب الباطنة,بركاء,2
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفخاريات والمشغولات اليدوية,جنوب الشرقية,صور,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفخاريات والمشغولات اليدوية,شمال الباطنة,الخابورة,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفخاريات والمشغولات اليدوية,شمال الباطنة,السويق,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفخاريات والمشغولات اليدوية,شمال الباطنة,شناص,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفخاريات والمشغولات اليدوية,شمال الباطنة,صحار,4
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفخاريات والمشغولات اليدوية,شمال الشرقية,ابراء,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفخاريات والمشغولات اليدوية,شمال الشرقية,سناو,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفخاريات والمشغولات اليدوية,شمال الشرقية,وادى بنى خالد,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفخاريات والمشغولات اليدوية,ظفار,المزيونة,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفخاريات والمشغولات اليدوية,ظفار,ثمريت,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفخاريات والمشغولات اليدوية,ظفار,رخيوت,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفخاريات والمشغولات اليدوية,ظفار,سدح,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفخاريات والمشغولات اليدوية,ظفار,شليم وجزر الحلانيات,4
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفخاريات والمشغولات اليدوية,ظفار,صلالة,18
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفخاريات والمشغولات اليدوية,ظفار,طاقة,4
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفخاريات والمشغولات اليدوية,ظفار,مرباط,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفخاريات والمشغولات اليدوية,مسقط,السيب,17
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفخاريات والمشغولات اليدوية,مسقط,العامرات,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفخاريات والمشغولات اليدوية,مسقط,بوشر,12
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفخاريات والمشغولات اليدوية,مسقط,مسقط,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفخاريات والمشغولات اليدوية,مسقط,مطرح,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفضيات والهدايا,البريمي,البريمي,18
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفضيات والهدايا,الداخلية,أدم,5
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفضيات والهدايا,الداخلية,إزكي,17
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفضيات والهدايا,الداخلية,الجبل الأخضر,6
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفضيات والهدايا,الداخلية,الحمراء,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفضيات والهدايا,الداخلية,بدبد,4
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفضيات والهدايا,الداخلية,بهلاء,29
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفضيات والهدايا,الداخلية,سمائل,15
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفضيات والهدايا,الداخلية,منح,13
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفضيات والهدايا,الداخلية,نزوى,27
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفضيات والهدايا,الظاهرة,ضنك,3
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفضيات والهدايا,الظاهرة,عبري,58
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفضيات والهدايا,الظاهرة,ينقل,8
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفضيات والهدايا,الوسطى,الدقم,3
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفضيات والهدايا,الوسطى,محوت,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفضيات والهدايا,الوسطى,هيماء,1
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفضيات والهدايا,جنوب الباطنة,الرستاق,14
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفضيات والهدايا,جنوب الباطنة,العوابي,3
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفضيات والهدايا,جنوب الباطنة,المصنعة,8
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفضيات والهدايا,جنوب الباطنة,بركاء,16
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفضيات والهدايا,جنوب الباطنة,نخل,4
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفضيات والهدايا,جنوب الباطنة,وادي المعاول,3
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفضيات والهدايا,جنوب الشرقية,الكامل والوافي,5
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفضيات والهدايا,جنوب الشرقية,جعلان بنى بوحسن,2
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفضيات والهدايا,جنوب الشرقية,جعلان بنى بوعلى,3
craft,True,البيع بالتجزئة في المتاجر المتخصصة للفضيات والهدايا,جنوب الشرقية,صور,15
